s,x,y,psi,kappa
3237.0323328935438,615.9089014805746,-1531.8704921017004,-5.610893440344286,0.008413529310595733
3248.593162653878,624.4707459017333,-1524.1100151528647,-5.466022815964885,0.016945649626966333
3260.153992414212,631.3891386011993,-1514.8727366518458,-5.235546549104322,0.021288730346191526
3271.714822174546,636.0382820205881,-1504.3042116400782,-5.036237073879169,0.01264519755960845
3283.2756519348804,638.9916955858555,-1493.1325589626774,-4.907981743279946,0.01118905665526395
3294.8364816952144,640.4270165276889,-1481.669036850497,-4.76003062792862,0.01400903626773041
3306.3973114555483,640.06127278728,-1470.1231552877878,-4.605415323759804,0.01201930317787645
3317.9581412158827,638.1373279067715,-1458.7282273667672,-4.494492307011301,0.007197153716999972
3329.5189709762167,635.2268485926879,-1447.54147623201,-4.42438550258615,0.00545379698859748
3341.0798007365506,631.6187212126773,-1436.5591864988041,-4.368506854697658,0.003899746600634485
3352.6406304968846,627.525451906253,-1425.7475392583722,-4.336559810263548,0.0017806402985601133
3364.201460257219,623.1977781217904,-1415.0273209806123,-4.32281281165146,0.000745684317779935
3375.762290017553,618.7726187688926,-1404.3469381663278,-4.317346998391817,0.00023216629240463573
3387.323119777887,614.3195999850179,-1393.6781327597541,-4.317739168785371,-0.00034807135845835857
3398.8839495382213,609.9080552223209,-1382.9921298658448,-4.324821316309593,-0.0007671429444788755
3410.444779298555,605.5865395510673,-1372.2694065310354,-4.333732037003003,-0.0007765820966612964
3422.005609058889,601.3639204212176,-1361.5073522913522,-4.343652056413073,-0.000993124841153404
3433.5664388192235,597.268181232669,-1350.696391203837,-4.357790742484349,-0.0014791563951663594
3445.1272685795575,593.3565762766917,-1339.8174902203843,-4.37736543968015,-0.0018409222154944834
3456.6880983398914,589.6721466004271,-1328.8595732614203,-4.398508647992379,-0.001752871946458057
3468.248928100226,586.2087932399128,-1317.8297623068254,-4.417250466393675,-0.0014881939134684498
3479.80975786056,582.9365736284022,-1306.7417265717816,-4.433216742756066,-0.0012929423577384659
3491.3705876208937,579.8313738653317,-1295.6057577368254,-4.44746750567195,-0.0011753815563209386
